New Folio No. and Face,Position in volume,Format,Language,Entry No.,Entry Part,Section - Type,Printed,Document Notes,Editors' Notes,Condition - Conservation Survey,Subject - Main heading 1,Subject - Sub-heading 1,Subject - Sub-sub-heading 1,Subject - Main heading 2,Subject - Sub-heading 2,Subject - Sub-sub-heading 2,Subject - Main heading 3,Subject - Sub-heading 3,Subject - Sub-sub-heading 3,Subject - Main heading 4,Subject - Sub-heading 4,Subject - Sub-sub-heading 4
93 v - 93 v,,Parchment,Latin,1181,,"Howdenshire, Allertonshire, Hexham, Snaith",,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
93 v - 93 v,,Parchment,Latin,1182,,"Howdenshire, Allertonshire, Hexham, Snaith",,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
93 v - 93 v,,Parchment,Latin,1183,,"Howdenshire, Allertonshire, Hexham, Snaith",,,,,Benefice and office holding,Collations,master of hospital,,,,,,,,,
93 v - 93 v,,Parchment,Latin,1184,,"Howdenshire, Allertonshire, Hexham, Snaith",,mandate,,,Benefice and office holding,Inductions,master of hospital,,,,,,,,,
93 v - 93 v,,Parchment,Latin,1185,,"Howdenshire, Allertonshire, Hexham, Snaith",,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
93 v - 93 v,,Parchment,Latin,1186,,"Howdenshire, Allertonshire, Hexham, Snaith",,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
93 v - 93 v,,Parchment,Latin,1187,,"Howdenshire, Allertonshire, Hexham, Snaith",,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
93 v - 93 v,,Parchment,Latin,1188,,"Howdenshire, Allertonshire, Hexham, Snaith",,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
93 v - 93 v,,Parchment,Latin,1189,,"Howdenshire, Allertonshire, Hexham, Snaith",,,,,Benefice and office holding,Inductions,canon and prebendary,,,,,,,,,
94 r - 94 r,,Parchment,Latin,1190,,"Howdenshire, Allertonshire, Hexham, Snaith",,certification of,,,Benefice and office holding,Exchanges,,,,,,,,,,
94 r - 94 r,,Parchment,Latin,1191,,"Howdenshire, Allertonshire, Hexham, Snaith",,,,,Benefice and office holding,Exchanges,ratification of,,,,,,,,,
94 r - 94 v,,Parchment,Latin,1192,,"Howdenshire, Allertonshire, Hexham, Snaith",,in memory of Walter Gray,,,Benefices,Ordinances,church,,,,,,,,,
94 v - 94 v,,Parchment,Latin,1193,,"Howdenshire, Allertonshire, Hexham, Snaith",,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
94 v - 94 v,,Parchment,Latin,1194,,"Howdenshire, Allertonshire, Hexham, Snaith",,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
95 r - 95 r,,Parchment,Latin,1195,,"Howdenshire, Allertonshire, Hexham, Snaith",,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
95 r - 95 r,,Parchment,Latin,1196,,"Howdenshire, Allertonshire, Hexham, Snaith",,"notarial subscription, with notarial sign",,,Benefice and office holding,Institutions,rector,,,,,,,,,
95 r - 95 r,,Parchment,Latin,1197,,"Howdenshire, Allertonshire, Hexham, Snaith",,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
95 r - 95 r,,Parchment,Latin,1198,,"Howdenshire, Allertonshire, Hexham, Snaith",,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
95 r - 95 r,,Parchment,Latin,1199,,"Howdenshire, Allertonshire, Hexham, Snaith",,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
95 r - 95 r,,Parchment,Latin,1200,,"Howdenshire, Allertonshire, Hexham, Snaith",,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
95 v - 95 v,,Parchment,Latin,1201,,"Howdenshire, Allertonshire, Hexham, Snaith",,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
95 v - 95 v,,Parchment,Latin,1202,,"Howdenshire, Allertonshire, Hexham, Snaith",,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
95 v - 95 v,,Parchment,Latin,1203,,"Howdenshire, Allertonshire, Hexham, Snaith",,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
95 v - 95 v,,Parchment,Latin,1204,,"Howdenshire, Allertonshire, Hexham, Snaith",,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
95 v - 95 v,,Parchment,Latin,1205,,"Howdenshire, Allertonshire, Hexham, Snaith",,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
95 v - 95 v,,Parchment,Latin,1206,,"Howdenshire, Allertonshire, Hexham, Snaith",,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
95 v - 95 v,,Parchment,Latin,1207,,"Howdenshire, Allertonshire, Hexham, Snaith",,,,,Benefice and office holding,Collations,prebendary,,,,,,,,,
95 v - 95 v,,Parchment,Latin,1208,,"Howdenshire, Allertonshire, Hexham, Snaith",,,,,Benefice and office holding,Institutions,master of Hospital,,,,,,,,,
95 v - 95 v,,Parchment,Latin,1209,,"Howdenshire, Allertonshire, Hexham, Snaith",,mandate,,,Benefice and office holding,Inductions,master of Hospital,,,,,,,,,
95 v - 95 v,,Parchment,Latin,1210,,"Howdenshire, Allertonshire, Hexham, Snaith",,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
95 v - 95 v,,Parchment,Latin,1211,,"Howdenshire, Allertonshire, Hexham, Snaith",,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
96 r - 96 r,,Parchment,Latin,1212,,Vicar General,,,,,Benefice and office holding,Exchanges,return of commission for,,,,,,,,,
96 r - 96 r,,Parchment,Latin,1213,,Vicar General,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
96 r - 96 r,,Parchment,Latin,1214,,Vicar General,,,,,"Councils, Convocations and Synods",Convocations,to be held,,,,,,,,,
96 r - 96 r,,Parchment,Latin,1215,,Vicar General,,mandate,,,Benefice and office holding,Inductions,archdeacon,,,,,,,,,
96 r - 96 r,,Parchment,Latin,1216,,Vicar General,,,,,Benefice and office holding,Non-residence,fixed term,,,,,,,,,
96 r - 96 r,,Parchment,Latin,1217,,Vicar General,,,,,Benefice and office holding,Institutions,provost,,,,,,,,,
96 r - 96 r,,Parchment,Latin,1218,,Vicar General,,mandate,,,Benefice and office holding,Inductions,provost,,,,,,,,,
96 v - 96 v,,Parchment,Latin,1219,,Vicar General,,,,Obscured text - folds,Benefice and office holding,Spiritualities,"keeping of, revoked",,,,,,,,,
96 v - 96 v,,Parchment,Latin,1220,,Vicar General,,,,Obscured text - folds,Benefice and office holding,Institutions,rector,,,,,,,,,
96 v - 96 v,,Parchment,Latin,1221,,Vicar General,,mandate,,Obscured text - folds,Benefice and office holding,Inductions,rector,,,,,,,,,
96 v - 96 v,,Parchment,Latin,1222,,Vicar General,,,,Obscured text - folds,Benefice and office holding,Institutions,rector,,,,,,,,,
96 v - 96 v,,Parchment,Latin,1223,,Vicar General,,mandate,,Obscured text - folds,Benefice and office holding,Inductions,rector,,,,,,,,,
96 v - 96 v,,Parchment,Latin,1224,,Vicar General,,"note of, refers to a previous entry, but relates to entry below",,Obscured text - folds,Benefice and office holding,Institutions,prebendary,,,,,,,,,
96 v - 96 v,,Parchment,Latin,1225,,Vicar General,,,,Obscured text - folds,Benefice and office holding,Institutions,prebendary,,,,,,,,,
96 v - 96 v,,Parchment,Latin,1226,,Vicar General,,mandate,,Obscured text - folds,Benefice and office holding,Inductions,prebendary,,,,,,,,,
96 v - 97 r,,Parchment,Latin,1227,,Vicar General,,,,Obscured text - folds,Benefice and office holding,Exchanges,notification of,,,,,,,,,
97 r - 97 r,,Parchment,Latin,1228,,Vicar General,,,,Obscured text - folds,Benefices,Presentation,deaneries,,,,,,,,,
97 r - 97 r,,Parchment,Latin,1229,,Vicar General,,rel to goods of late chancellor of York,,Obscured text - folds,"Sins, correction and forgiveness",Absolution,for chaplain,,,,,,,,,
97 r - 97 r,,Parchment,Latin,1230,,Vicar General,,,,Obscured text - folds,"Religions, beliefs and adherents",Christianity,miracles,,,,,,,,,
97 r - 97 r,,Parchment,Latin,1231,,Vicar General,,,,Obscured text - folds,"Courts, Ecclesiastical",Citation,new (mandate),,,,,,,,,
97 r - 97 r,,Parchment,Latin,1232,,Vicar General,,,,Obscured text - folds,"Courts, Ecclesiastical",Probate,testament,,,,,,,,,
97v - 98 v,,Parchment,Latin,1233,,Vicar General,,and endowment,,,Benefices,Ordinances,chantry,,,,,,,,,
98 v - 98 v,,Parchment,Latin,1234,,Vicar General,,,,,"Courts, Ecclesiastical",Probate,testament,,,,,,,,,
98 v - 98 v,,Parchment,Latin,1235,,Vicar General,"Testamenta, pp. 126-127",,,,"Courts, Ecclesiastical",Testament,,,,,,,,,,
98 v - 98 v,,Parchment,Latin,1236,,Vicar General,,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
98 v - 98 v,,Parchment,Latin,1237,,Vicar General,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
99 r - 99 r,,Parchment,Latin,1238,,Vicar General,,,,,"Councils, Convocations and Synods",Convocations,to be held,,,,,,,,,
99 r - 99 r,,Parchment,Latin,1239,,Vicar General,,,,,"Occupations, offices and status",Archdeacon's officials,appointment,,,,,,,,,
99 r - 99 r,,Parchment,Latin,1240,,Vicar General,,,,,Visitation,Visitations,to be held,,,,,,,,,
99 r - 99 r,,Parchment,Latin,1241,,Vicar General,,,,,Subject?,Protestation,"of proctor of archbishop against execution of apostolic letters of compulsion against churches of York, Ripon and individual Papal letters of compulsion to appear to archbishop",,,,,,,,,
99 r - 99 r,,Parchment,Latin,1242,,Vicar General,,,,,"Occupations, offices and status",Vicar-general,appointment,,,,,,,,,
99 v - 99 v,,Parchment,Latin,1243,,Vicar General,,,,,"Sins, correction and forgiveness",Dispensations,bastardy,,,,,,,,,
99 v - 99 v,,Parchment,Latin,1244,,Vicar General,,,,,"Wars, rebellions and warfare",Array,clergy,,,,,,,,,
100 r - 100 r,,Parchment,Latin,1245,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in chapel",,,,,,
100 r - 100 r,,Parchment,Latin,1246,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
100 r - 100 r,,Parchment,Latin,1247,,Diverse Letters,,,,,Archives and manuscripts,Letters dimissory,holy or minor orders,,,,,,,,,
100 r - 100 r,,Parchment,Latin,1248,,Diverse Letters,,,,,Archives and manuscripts,Letters dimissory,all orders,,,,,,,,,
100 r - 100 r,,Parchment,Latin,1249,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in chapel or oratory",,,,,,
100 r - 100 r,,Parchment,Latin,1250,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
100 r - 100 r,,Parchment,Latin,1251,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
100 r - 100 r,,Parchment,Latin,1252,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, anywhere in diocese",,,,,,
100 r - 100 r,,Parchment,Latin,1253,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in chapel",,,,,,
100 r - 100 r,,Parchment,Latin,1254,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
100 r - 100 r,,Parchment,Latin,1255,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
100 r - 100 r,,Parchment,Latin,1256,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
100 r - 100 r,,Parchment,Latin,1257,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
100 r - 100 r,,Parchment,Latin,1258,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
100 r - 100 v,,Parchment,Latin,1259,,Diverse Letters,,,,,"Sins, correction and forgiveness",Dispensations,bastardy,,,,,,,,,
100 v - 100 v,,Parchment,Latin,1260,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
100 v - 100 v,,Parchment,Latin,1261,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
100 v - 100 v,,Parchment,Latin,1262,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, in chapel",,,,,,,,,
100 v - 100 v,,Parchment,Latin,1263,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, fixed term",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
100 v - 100 v,,Parchment,Latin,1264,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
100 v - 100 v,,Parchment,Latin,1265,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
100 v - 100 v,,Parchment,Latin,1266,,Diverse Letters,,,,,"Occupations, offices and status",Bailiffs,appointment,,,,,,,,,
100 v - 100 v,,Parchment,Latin,1267,,Diverse Letters,,,,,"Occupations, offices and status",Forester,appointment,,,,,,,,,
100 v - 100 v,,Parchment,French,1268,,Diverse Letters,,,,,"Occupations, offices and status",Steward,appointment,,,,,,,,,
100 v - 100 v,,Parchment,Latin,1269,,Diverse Letters,,,,,Corrodies and Pensions,Pensions,grants of,,,,,,,,,
100A r - 100A r,folio 100 A between folio 100 and folio 101,Parchment,Latin,1270,,Vicar General,,,,Obscured text - staining/dirt/damage,Benefice and office holding,Institutions,rector,,,,,,,,,
100A r - 100A r,folio 100 A between folio 100 and folio 101,Parchment,Latin,1271,,Vicar General,,mandate,,Obscured text - staining/dirt/damage,Benefice and office holding,Inductions,rector,,,,,,,,,
100A r - 100A r,folio 100 A between folio 100 and folio 101,Parchment,Latin,1272,,Vicar General,,,,Obscured text - staining/dirt/damage,"Courts, Ecclesiastical",Testament,,,,,,,,,,
100A r - 100A r,folio 100 A between folio 100 and folio 101,Parchment,Latin,1273,,Vicar General,,,,Obscured text - staining/dirt/damage,"Courts, Ecclesiastical",Probate,testament,,,,,,,,,
100A r - 100A r,folio 100 A between folio 100 and folio 101,Parchment,Latin,1274,,Vicar General,,,,Obscured text - staining/dirt/damage,"Finance, Money, Accounts and accounting",Acquittances,executors,,,,,,,,,
100A r - 100A r,folio 100 A between folio 100 and folio 101,Parchment,Latin,1275,,Vicar General,,,,Obscured text - staining/dirt/damage,Benefices,Vacancy,chantries,Benefice and office holding,Admissions,chantry chaplain,,,,,,
100A r - 100A r,folio 100 A between folio 100 and folio 101,Parchment,Latin,1276,,Vicar General,,,,Obscured text - staining/dirt/damage,Benefices,Vacancy,vicarages,Benefices,Vacancy,inquiries into,,,,,,
100A r - 100A r,folio 100 A between folio 100 and folio 101,Parchment,Latin,1277,,Vicar General,,mandate,,Obscured text - staining/dirt/damage,Benefice and office holding,Admissions,vicar,,,,,,,,,
100A r - 100A r,folio 100 A between folio 100 and folio 101,Parchment,Latin,1278,,Vicar General,,,,Obscured text - staining/dirt/damage,"Courts, Ecclesiastical",Testament,,,,,,,,,,
100A r - 100A r,folio 100 A between folio 100 and folio 101,Parchment,Latin,1279,,Vicar General,,commission,,Obscured text - staining/dirt/damage,Benefice and office holding,Admissions,vicar,,,,,,,,,
100A r - 100A r,folio 100 A between folio 100 and folio 101,Parchment,Latin,1280,,Vicar General,,commission for,,Obscured text - staining/dirt/damage,Benefice and office holding,Admissions,incumbent,,,,,,,,,
100A v - 100A v,folio 100 A between folio 100 and folio 101,Parchment,Latin,1281,,Vicar General,,,,Obscured text - staining/dirt/damage,Benefice and office holding,Exchanges,commission to expedite,,,,,,,,,
100A v - 100A v,folio 100 A between folio 100 and folio 101,Parchment,Latin,1282,,Vicar General,,,,Obscured text - staining/dirt/damage,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
100A v - 100A v,folio 100 A between folio 100 and folio 101,Parchment,Latin,1283,,Vicar General,,mandate,,Obscured text - staining/dirt/damage,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
100A v - 100A v,folio 100 A between folio 100 and folio 101,Parchment,Latin,1284,,Vicar General,,,,Obscured text - staining/dirt/damage,"Courts, Ecclesiastical",Testament,,,,,,,,,,
101 r - 101 r,,Parchment,Latin,1285,,Diverse Letters,,,,,Corrodies and Pensions,Pensions,grants of,,,,,,,,,
101 r - 101 r,,Parchment,Latin,1286,,Diverse Letters,,,,,Alms,Alms,collection of,Archives and manuscripts,letters of quest,,,,,,,
101 r - 101 r,,Parchment,Latin,1287,,Diverse Letters,,,,,"Occupations, offices and status",Forester,appointment,,,,,,,,,
101 r - 101 r,,Parchment,Latin,1288,,Diverse Letters,,,,,"Finance, Money, Accounts and accounting",Acquittances,executors,,,,,,,,,
101 r - 101 r,,Parchment,Latin,1289,,Diverse Letters,,,,,"Occupations, offices and status",Steward,appointment,,,,,,,,,
101 r - 101 v,,Parchment,Latin,1290,,Diverse Letters,,,,,Papacy,Papal taxation,"papal tax of 100,000 florins, 1372",,,,,,,,,
101 v - 101 v,,Parchment,Latin,1291,,Diverse Letters,,notarial subscription,,,Papacy,Papal taxation,"papal tax of 100,000 florins, 1372",,,,,,,,,
101 v - 101 v,,Parchment,Latin,1292,,Diverse Letters,,,,,"Courts, Civil",Parliament,attendance at,,,,,,,,,
101 v - 101 v,,Parchment,Latin,1293,,Diverse Letters,,,,,"Courts, Civil",Parliament,attendance at,,,,,,,,,
101 v - 101 v,,Parchment,Latin,1294,,Diverse Letters,,,,,"Occupations, offices and status",Chancellor,appointment,,,,,,,,,
102 r - 102 r,,Parchment,Latin,1295,,Diverse Letters,,,,Obscured text - damage,"Occupations, offices and status",Sacristan,,Papacy,Papal Chamber,,"Finance, Money, Accounts and accounting",Debts,,,,
102 r - 102 r,,Parchment,Latin,1296,,Diverse Letters,,,,Obscured text - damage,Benefices,Sequestration,relaxation of,,,,,,,,,
102 r - 102 r,,Parchment,Latin,1297,,Diverse Letters,,,,Obscured text - damage,Papacy,Papal dues,"payment, prorogation of",,,,,,,,,
102 r - 102 r,,Parchment,Latin,1298,,Diverse Letters,,,,Obscured text - damage,Papacy,Papal dues,"payment, prorogation of",,,,,,,,,
102 r - 102 r,,Parchment,Latin,1299,,Diverse Letters,,,,Obscured text - damage,"Occupations, offices and status",Apparitors,appointment,,,,,,,,,
102 r - 102 r,,Parchment,Latin,1300,,Diverse Letters,,,,Obscured text - damage,"Sins, correction and forgiveness",Dispensations,bastardy,,,,,,,,,
102 r - 102 r,,Parchment,Latin,1301,,Diverse Letters,,,,Obscured text - damage,"Sins, correction and forgiveness",Dispensations,bastardy,,,,,,,,,
102 v - 102 v,,Parchment,Latin,1302,,Diverse Letters,,,,Obscured text - damage,"Courts, Civil",Parliament,attendance at,,,,,,,,,
102 v - 102 v,,Parchment,Latin,1303,,Diverse Letters,,,,Obscured text - damage,"Occupations, offices and status",Provost,appointment,,,,,,,,,
102 v - 102 v,,Parchment,Latin,1304,,Diverse Letters,,,"Probably the last entry on this face, but if not, perhaps only one more entry missing.",Obscured text - damage,Papacy,Papal dues,"payment, prorogation of",,,,,,,,,
103 r - 103 r,,Parchment,Latin,1305,,Diverse Letters,,,,,Papacy,Papal dues,acquittances for,,,,,,,,,
103 r - 103 r,,Parchment,Latin,1306,,Diverse Letters,,,,,Papacy,Papal dues,acquittances for,,,,,,,,,
103 r - 103 r,,Parchment,Latin,1307,,Diverse Letters,,,,,Papacy,Papal dues,acquittances for,,,,,,,,,
103 r - 103 r,,Parchment,Latin,1308,,Diverse Letters,,,Text lost through damage; probably the last entry on this face.,,Papacy,Papal dues,acquittances for,,,,,,,,,
103 v - 103 v,,Parchment,Latin,1309,,Diverse Letters,,,Cause not in Cause Papers database?,,"Courts, Ecclesiastical",Causes,commission to proceed in cause of chapter of Lincoln against vicars farmers and proctors of churches and prebends and power for three years ,Cathedrals and Minsters,Chapters,,,,,,,
103 v - 103 v,,Parchment,Latin,1310,,Diverse Letters,,,,,Archives and manuscripts,Confirmations,property,,,,,,,,,
103 v - 103 v,,Parchment,Latin,1311,,Diverse Letters,,,Most of entry lost through damage; perhaps last entry on page?,,Archives and manuscripts,Confirmations,property,,,,,,,,,
103 v - 103 v,,Parchment,Latin,1312,,Diverse Letters,,,,,"Occupations, offices and status",Bailiffs,appointment,,,,,,,,,
103 v - 103 v,,Parchment,Latin,1313,,Diverse Letters,,,,,"Occupations, offices and status",Bailiffs,appointment,,,,,,,,,
104 r - 104 r,,Parchment,Latin,1314,,Diverse Letters,,,,,"Rites, Sacraments, Sacramentals, Ceremonies and equipment",Coronations,attendance at,,,,,,,,,
104 r - 104 r,,Parchment,French,1315,,Diverse Letters,,,Most of entry lost through damage; not possible to see if this is the last entry on this face.,,"Rites, Sacraments, Sacramentals, Ceremonies and equipment",Coronations,attendance at excused,,,,,,,,,
104 r - 104 r,,Parchment,Latin,1316,,Diverse Letters,,copy?,,,"Rites, Sacraments, Sacramentals, Ceremonies and equipment",Coronations,precedents,,,,,,,,,
104 r - 104 v,,Parchment,Latin,1317,,Diverse Letters,,copy?,,,"Rites, Sacraments, Sacramentals, Ceremonies and equipment",Coronations,order of service,,,,,,,,,
104 v - 104 v,,Parchment,Latin,1318,,Diverse Letters,,,,,"Occupations, offices and status",Stockman,appointment,,,,,,,,,
104 v - 104 v,,Parchment,Latin,1319,,Diverse Letters,,,,,"Occupations, offices and status",Stockmen,appointment,,,,,,,,,
104 v - 104 v,,Parchment,Latin,1320,,Diverse Letters,,,,,"Occupations, offices and status",Bailiffs,appointment,,,,,,,,,
104 v - 104 v,,Parchment,Latin,1321,,Diverse Letters,,,,,"Occupations, offices and status",Bailiff/steward,appointment,,,,,,,,,
104 v - 104 v,,Parchment,Latin,1322,,Diverse Letters,,"record of, from court roll",,,Archives and manuscripts,Enfeoffments,,,,,,,,,,
104 v - 104 v,,Parchment,Latin,1323,,Diverse Letters,,"record of, from court roll",,,Archives and manuscripts,Enfeoffments,,,,,,,,,,
105 r - 105 r,,Parchment,Latin,1324,,Diverse Letters,,copy,,Repair patch; foot missing,Papacy,"Brief, papal","excusing hospital of St John Ripon from payment of tithes, owing to poverty?",Poverty,Poverty,Hospitals,,,,,,
105 r - 105 r,,Parchment,Latin,1325,,Diverse Letters,,some text missing through damage,,Repair patch; foot missing,Papacy,"Bull, papal","rel to maintenance of privileges of Franciscan friars, Et si quibuslibet ...",,,,,,,,,
105 r - 105 r,,Parchment,Latin,1326,,Diverse Letters,,fragment,,Repair patch; foot missing,Benefices,Sequestration,relaxation of,,,,,,,,,
105 v - 105 v,,Parchment,Latin,1327,,Diverse Letters,,,,Repair patch; foot missing,Archives and manuscripts,Leases,lands,,,,,,,,,
105 v - 105 v,,Parchment,Latin,1328,,Diverse Letters,,,,Repair patch; foot missing,Poverty,Paupers,document acknowledging submission to mandate of archbishop to maintain 13 paupers,Poverty,Paupers,maintenance,,,,,,
105 v - 105 v,,Parchment,Latin,1329,,Diverse Letters,"Testamenta, p. 106",,,Repair patch; foot missing,"Courts, Ecclesiastical",Testament,,,,,,,,,,
105 v - 105 v,,Parchment,Latin,1330,,Diverse Letters,,fragment,,Repair patch; foot missing,"Courts, Ecclesiastical",Testament,,,,,,,,,,
106 r - 106 r,,Parchment,Latin,1331,,Diverse Letters,"Testamenta, p. 107",,,foot missing,"Courts, Ecclesiastical",Testament,,,,,,,,,,
106 r - 106 r,,Parchment,Latin,1332,,Diverse Letters,,,,foot missing,Papacy,"Bull, papal",rel to provision and appointment of bishop,,,,,,,,,
106 r - 106 r,,Parchment,Latin,1333,,Diverse Letters,,letters testimonial; fragment; other documents might possibly have been lost here?,,foot missing,"Occupations, offices and status",Bishops,appointment,,,,,,,,,
106 v - 106 v,,Parchment,Latin,1334,,Diverse Letters,,"letters testimonial; notarial subscription, fragment of document",,foot missing,"Occupations, offices and status",Bishops,appointment,,,,,,,,,
106 v - 106 v,,Parchment,Latin,1335,,Diverse Letters,,,,foot missing,Taxation,Clerical taxation,"subsidies, clerical poll taxes, 1381, York province",,,,,,,,,
106 v - 106 v,,Parchment,Latin,1336,,Diverse Letters,,,,foot missing,Rights and privileges,Privileges,of religious,,,,,,,,,
106 v - 106 v,,Parchment,Latin,1337,,Diverse Letters,,,,foot missing,"Sins, correction and forgiveness",Dispensations,bastardy,,,,,,,,,
106 v - 106 v,,Parchment,Latin,1338,,Diverse Letters,,fragment; most of entry missing,,foot missing,Archives and manuscripts,Releases,,Archives and manuscripts,Quitclaims,,,,,,,
107 r - 107 r,,Parchment,Latin,1339,,Diverse Letters,,,,,Papacy,"Brief, papal","rel to nomination by king of two clerks in each cathedral, etc., to carry out bull, Clara devocionis sinceritas quam clarissimus in Christo filius noster Ricardus Rex Angl'",,,,,,,,,
107 v - 107 v,,Parchment,Latin,1340,,Diverse Letters,,,,,Benefice and office holding,Exchanges,,,,,,,,,,
107 v - 107 v,,Parchment,Latin,1341,,Diverse Letters,,,,,"Courts, Ecclesiastical",Testament,,,,,,,,,,
107 v - 107 v,,Parchment,Latin,1342,,Diverse Letters,,,,,"Courts, Ecclesiastical",Testament,,,,,,,,,,
107 v - 107 v,,Parchment,Latin,1343,,Diverse Letters,,,,,"Courts, Ecclesiastical",Testament,,,,,,,,,,
107 v - 107 v,,Parchment,Latin,1344,,Diverse Letters,,,,,"Courts, Ecclesiastical",Probate,testament,,,,,,,,,
107 v - 107 v,,Parchment,Latin,1345,,Diverse Letters,,,,,"Finance, Money, Accounts and accounting",Acquittances,St Peter's pence,,,,,,,,,
107 v - 107 v,,Parchment,Latin,1346,,Diverse Letters,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
107 v - 107 v,,Parchment,Latin,1347,,Diverse Letters,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
108 r - 108 r,,Parchment,Latin,1348,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, in chapel",,,,,,,,,
108 r - 108 r,,Parchment,Latin,1349,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,,,,
108 r - 108 r,,Parchment,Latin,1350,,Diverse Letters,,,,,Archives and manuscripts,Letters dimissory,all orders,,,,,,,,,
108 r - 108 r,,Parchment,Latin,1351,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
108 r - 108 r,,Parchment,Latin,1352,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
108 r - 108 r,,Parchment,Latin,1353,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
