New Folio No. ,Entry No.,Entry Part,Date Range - Standard - Start,Date Range - Standard - End,Date - Inferred,Date - Uncertain,Date - Approximate,Date - Type,Place - As Written,Place - Type,Date - Notes,Recited Date 1 Range - Standard - Start,Recited Date Range - Standard - End,Recited Date - Inferred,Recited Date - Uncertain,Recited Date - Approximate,Recited Date 1 - Type,Recited Date 1 - Place - As Written,Recited Date 1 - Place - Type,Recited Date 1- Notes,Recited date 2 - standard,Recited date 2 - place - as written,Recited date 2 - place - type
63 r - 63 r,775,,1382-03-28,,,,,Document date,Beverlacum,,,,,,,,,,,,,,
63 r - 63 r,776,,1382-03-28,,,,,Memorandum date,Beverlacum,,,,,,,,,,,,,,
63 r - 63 r,777,,1381-02-05,,,,,Document date,Beford,,,,,,,,,,,,,,
63 r - 63 r,778,,1381-04-05,,,,,Document date,,,,,,,,,,,,,,,
63 r - 63 r,779,,1381-04-17,,,,,Document date,Beverlaci,archbishop's manor,,,,,,,,,,,,,
63 r - 63 r,780,,1381-04-27,,,,,Document date,Lond',,,,,,,,,,,,,,
63 r - 63 v,781,,1381-06-19,,,,,Document date,Kyngeston' super hull,,,,,,,,,,,,,,
63 v - 63 v,782,,1381-07-05,,,,,Document date,Beverlacum,,,,,,,,,,,,,,
63 v - 63 v,783,,1381-07-05,,,,,Memorandum date,Beverlacum,,,,,,,,,,,,,,
63 v - 63 v,784,,1381-07-30,,,,,Document date,Cawode,archbishop's manor,,,,,,,,,,,,,
63 v - 63 v,785,,1381-07-01,,,,,Document date,Kyngeston' super hull,,,,,,,,,,,,,,
63 v - 63 v,786,,1382-06-27,,,,,Document date,Thorp',,,,,,,,,,,,,,
64 r - 64 r,787,,1382-07-08,,,,,Document date,Beverl',,,,,,,,,,,,,,
64 r - 64 r,788,,1382-07-09,,,,,Document date,Kyngeston' super hull,,,,,,,,,,,,,,
64 r - 64 r,789,,1382-11-22,,,,,Document date,Cawod,,,,,,,,,,,,,,
64 r - 64 r,790,,1382-11-22,,,,,Memorandum date,Cawod,,,,,,,,,,,,,,
64 r - 64 r,791,,1382-04-14,,,,,Document date,Westm',,,,,,,,,,,,,,
64 r - 64 r,792,,1382-04-21,,,,,Document date,Cawode,archbishop's manor,,,,,,,,,,,,,
64 r - 64 r,793,,1382-04-21,,,,,Memorandum date,Cawode,archbishop's manor,,,,,,,,,,,,,
64 r - 64 r,794,,1383-01-29,,,,,Document date,Cawode,,,,,,,,,,,,,,
64 r - 64 r,795,,1383-01-29,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
64 v - 64 v,796,,1382-03-29,,,,,Document date,,,,,,,,,,,,,,,
64 v - 64 v,797,,1383-04-07,,,,,Document date,London,,,,,,,,,,,,,,
64 v - 64 v,798,,1383-05-05,,,,,Document date,Cawod,,,,,,,,,,,,,,
64 v - 64 v,799,,1383-06-20,,,,,Document date,Cawode,archbishop's manor,,,,,,,,,,,,,
64 v - 64 v,800,,1383-06-20,,,,,Memorandum date,Cawode,archbishop's manor,,,,,,,,,,,,,
64 v - 64 v,801,,1383-06-26,,,,,Document date,Kyngston' super hull,,,,,,,,,,,,,,
64 v - 64 v,802,,1383-07-23,,,,,Memorandum date,Thorp' iuxta Ebor',archbishop's chancery,,,,,,,,,,,,,
64 v - 64 v,803,,1383-09-22,,,,,Document date,Thorp' iuxta Ebor',archbishop's manor,,,,,,,,,,,,,
64 v - 64 v,804,,1383-09-22,,,,,Memorandum date,Thorp' iuxta Ebor',archbishop's manor,,,,,,,,,,,,,
64 v - 65 r,805,,1383-10-17,,,,,Document date,Cawode,,,,,,,,,,,,,,
65 r - 65 r,806,,1383-10-26,,,,,Document date,Cawod,,,,,,,,,,,,,,
65 r - 65 r,807,,1383-10-26,,,,,Memorandum date,Cawod,,,,,,,,,,,,,,
65 r - 65 r,808,,1383-10-26,,,,,Document date,Cawode,,,,,,,,,,,,,,
65 r - 65 r,809,,1383-10-26,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
65 r - 65 r,810,,1383-11-06,,,,,Document date,Cawod,,,,,,,,,,,,,,
65 r - 65 r,811,,1383-11-06,,,,,Memorandum date,Cawod,,,,,,,,,,,,,,
65 r - 65 r,812,,1383-12-05,,,,,Document date,Cawode,,,,,,,,,,,,,,
65 r - 65 r,813,,1383-12-05,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
65 r - 65 r,814,,1383-09-25,,,,,Memorandum date,,,,,,,,,,,,,,,
65 r - 65 v,815,,1383-12-05,,,,,Document date,Beverlacom,,,,,,,,,,,,,,
65 v - 65 v,816,,[0000-00-00],,,,,Document date,,,"Undated, but document appears with others dated in 1384",,,,,,,,,,,,
65 v - 65 v,817,,1384-04-30,,,,,Document date,Cawode,archbishop's manor,,,,,,,,,,,,,
65 v - 65 v,818,,1384-04-30,,,,,Memorandum date,Cawode,archbishop's manor,,,,,,,,,,,,,
65 v - 65 v,819,,1384-05-04,,,,,Document date,Cawod,archbishop's manor,,,,,,,,,,,,,
65 v - 65 v,820,,1384-05-04,,,,,Memorandum date,Cawod,archbishop's manor,,,,,,,,,,,,,
65 v - 65 v,821,,1381-08-31,,,,,Document date,"Cawode, in great chamber",archbishop's manor,,,,,,,,,,,,,
65 v - 65 v,822,,1381-08-31,,,,,Document date,"Cawode, in great chamber",,,,,,,,,,,,,,
65 v - 66 r,823,,1381-09-02,,,,,Document date,,,,,,,,,,,,,,,
65 v - 66 r,824,,1381-09-02,,,,,Document date,,,,,,,,,,,,,,,
66 r - 66 r,825,,1384-03-06,,,,,Document date,Rither,,,,,,,,,,,,,,
66 r - 67 r,826,,1378-12-09,,,,,Document date,Cawod,archbishop's manor,,1377-09-30,,,,,Document date,Beverlacum,chapter house,,,,
67 r - 67 r,827,a,1378-12-09,,,,,Document date,Cawod,archbishop's manor,,,,,,,,,,,,,
68 r - 68 r,828,,1374-07-22,,,,,Document date,Claveryng',,,,,,,,,,,,,,
68 r - 68 r,829,,1374-07-22,,,,,Memorandum date,Claveryng',,,,,,,,,,,,,,
68 r - 68 r,830,,1374-07-22,,,,,Document date,Claveryng',,,,,,,,,,,,,,
68 r - 68 r,831,,1374-07-22,,,,,Memorandum date,Claveryng',,,,,,,,,,,,,,
68 r - 68 r,832,,1374-07-29,,,,,Document date,Claveryng',,,,,,,,,,,,,,
68 r - 68 v,833,,1374-09-13,,,,,Document date,Stowe,,,1374-09-06,,,,,Document date,London,,,,,
68 r - 68 v,834,,1374-11-13,,,,,Document date,London,,,,,,,,,,,,,,
68 v - 68 v,835,,1374-11-13,,,,,Document date,London,,,,,,,,,,,,,,
68 v - 68 v,836,,1374-10-17,,,,,Document date,London,,,,,,,,,,,,,,
68 v - 69 r,837,,1374-08-03,,,,,Document date,Byngham,,,1374-07-30,,,,,Document date,Claveryng',,,,,
69 r - 69 r,838,,1374-11-11,,,,,Event date,Suthwell,,,,,,,,,,,,,,
69 r - 69 r,839,,1374-11-11,,,,,Document date,Suthwell,archbishop's manor,,,,,,,,,,,,,
69 r - 69 r,840,,1374-11-11,,,,,Memorandum date,Suthwell,,,,,,,,,,,,,,
69 r - 69 r,841,,1374-11-12,,,,,Document date,Scruby,,,,,,,,,,,,,,
69 r - 69 r,842,,1374-12-10,,,,,Memorandum date,Thorp',,,,,,,,,,,,,,
69 r - 69 r,843,,1374-12-20,,,,,Memorandum date,Thorp' iuxta Ebor',,,,,,,,,,,,,,
69 r - 69 r,844,,1374-12-18,,,,,Document date,Thorp' iuxta Ebor',,,,,,,,,,,,,,
69 r - 69 v,845,,1375-02-17,,,,,Document date,Cawode,,,,,,,,,,,,,,
69 v - 69 v,846,,1375-03-14,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
69 v - 69 v,847,,1375-03-14,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
69 v - 69 v,848,,1375-03-24,,,,,Document date,Cawode,,,,,,,,,,,,,,
69 v - 69 v,849,,1375-03-24,,,,,Document date,Cawode,,,,,,,,,,,,,,
69 v - 69 v,850,,1375-11-16,,,,,Memorandum date,Scroby,,,,,,,,,,,,,,
69 v - 69 v,851,,1376-04-13,,,,,Document date,Cawode,,,,,,,,,,,,,,
69 v - 69 v,852,,1375-04-03,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
69 v - 69 v,853,,1375-04-05,,,,,Document date,Cawode,,,,,,,,,,,,,,
69 v - 69 v,854,,1375-04-05,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
69 v - 69 v,855,,1375-03-20,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
69 v - 69 v,856,,1375-04-27,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
69 v - 69 v,857,,1375-06-02,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
69 v - 69 v,858,,1375-06-16,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
69 v - 69 v,859,,1375-07-11,,,,,Document date,Cawode,,,,,,,,,,,,,,
70 r - 70 r,860,,1375-07-15,,,,,Document date,Cawode,,,,,,,,,,,,,,
70 r - 70 r,861,,1375-08-17,,,,,Document date,Cawode,,,,,,,,,,,,,,
70 r - 70 r,862,,1375-08-17,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
70 r - 70 r,863,,[0000-00-00],,,,,Document date,,,Undated; incomplete,,,,,,,,,,,,
70 r - 70 r,864,,1375-09-17,,,,,Document date,Cawode,,,,,,,,,,,,,,
70 r - 70 r,865,,1375-11-09,,,,,Document date,Newerk',,,,,,,,,,,,,,
70 r - 70 r,866,,1375-05-08,,,,,Document date,Cawode,,,,,,,,,,,,,,
70 v - 70 v,867,,1375-09-28,,,,,Document date,Cawode,,,,,,,,,,,,,,
70 v - 70 v,868,,1375-07-07,,,,,Document date,Langeley,,,,,,,,,,,,,,
70 v - 70 v,869,,1375-07-08,,,,,Document date,Cawod,,,,,,,,,,,,,,
70 v - 70 v,870,,1375-07-10,,,,,Document date,Hikling,,,1375-07-08,,,,,Document date,Cawod,,,,,
71 r - 71 r,871,,1375-07-10,,,,,Document date,Hyklyng,,"Dated 'in the abovewritten year', presumably 1375",,,,,,,,,,,,
71 r - 71 r,872,,1375-10-04,,,,,Memorandum date,,,,,,,,,,,,,,,
71 r - 71 r,873,,1375-10-08,,,,,Document date,Beverlacum,,,,,,,,,,,,,,
71 r - 71 r,874,,1375-10-20,,,,,Document date,Ebor',,,,,,,,,,,,,,
71 r - 71 r,875,,1375-10-20,,,,,Memorandum date,Ebor',,,,,,,,,,,,,,
71 r - 71 r,876,,1375-12-15,,,,,Document date,Cawod,,,,,,,,,,,,,,
71 r - 71 r,877,,1375-12-15,,,,,Memorandum date,Cawod,,,,,,,,,,,,,,
71 r - 71 r,878,,1375-12-15,,,,,Document date,Cawod,,,,,,,,,,,,,,
71 r - 71 r,879,,1375-12-15,,,,,Memorandum date,Cawod,,,,,,,,,,,,,,
71 r - 71 r,880,,1376-01-06,,,,,Document date,Cawode,,,,,,,,,,,,,,
71 r - 71 v,881,,1376-01-23,,,,,Document date,Cawode,,,,,,,,,,,,,,
71 v - 71 v,882,,1376-01-31,,,,,Document date,Cawod,,,,,,,,,,,,,,
71 v - 71 v,883,,1376-01-31,,,,,Memorandum date,Cawod,,,,,,,,,,,,,,
71 v - 71 v,884,,1376-02-18,,,,,Document date,Cawode,,,,,,,,,,,,,,
71 v - 71 v,885,,1376-02-18,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
71 v - 71 v,886,,1376-02-18,,,,,Document date,Cawode,,,,,,,,,,,,,,
72 r - 72 r,887,,1376-03-23,,,,,Document date,Cawode,,,,,,,,,,,,,,
72 r - 72 r,888,,1376-03-17,,,,,Document date,Lydyngton',,,1376-03-13,,,,,Document date,Cawode,,,,,
72 r - 72 r,889,,1376-03-01,,,,,Document date,Cawode,,,,,,,,,,,,,,
72 r - 72 r,890,,1376-04-21,,,,,Document date,Scroby,,,,,,,,,,,,,,
72 r - 72 r,891,,1376-00-01,,,,,Document date,London',archbishop's manor near Westm',Month is missing,,,,,,,,,,,,
72 v - 72 v,892,,1376-06-09,,,,,Document date,Suthewell,,,,,,,,,,,,,,
72 v - 72 v,893,,1376-06-20,,,,,Document date,London',archbishop's manor near Westm',,,,,,,,,,,,,
72 v - 72 v,894,,1376-06-26,,,,,Document date,Westm',archbishop's manor near,,,,,,,,,,,,,
72 v - 72 v,895,,1376-07-04,,,,,Document date,London',archbishop's manor near Westm',,,,,,,,,,,,,
72 v - 72 v,896,,1376-07-04,,,,,Memorandum date,London',,,,,,,,,,,,,,
72 v - 72 v,897,,1376-07-04,,,,,Memorandum date,London',,,,,,,,,,,,,,
72 v - 72 v,898,,1376-07-04,,,,,Memorandum date,London',,,,,,,,,,,,,,
72 v - 72 v,899,,1376-07-10,,,,,Memorandum date,,,,,,,,,,,,,,,
72 v - 72 v,900,,1376-07-17,,,,,Document date,London',archbishop's manor near Westm',,,,,,,,,,,,,
72 v - 72 v,901,,1376-07-17,,,,,Memorandum date,London',archbishop's manor near Westm',,,,,,,,,,,,,
72 v - 72 v,902,,1376-07-22,,,,,Document date,Suthwell,,,,,,,,,,,,,,
72 v - 72 v,903,,1376-07-22,,,,,Memorandum date,Suthwell,,,,,,,,,,,,,,
73 r - 73 r,904,,1376-07-22,,,,,Document date,Suthwell,,,,,,,,,,,,,,
73 r - 73 r,905,,1376-07-22,,,,,Document date,Suthwell,,,,,,,,,,,,,,
73 r - 73 r,906,,1376-07-29,,,,,Document date,Cawode,,,,,,,,,,,,,,
73 r - 73 r,907,,1376-07-29,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
73 r - 73 r,908,,1376-08-01,,,,,Memorandum date,,,,,,,,,,,,,,,
73 r - 73 r,909,,1376-09-06,,,,,Document date,Cawod,,,,,,,,,,,,,,
73 r - 73 r,910,,1376-09-10,,,,,Document date,Cawod,,,,,,,,,,,,,,
73 r - 73 r,911,,1376-09-10,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
73 r - 73 r,912,,1376-10-04,,,,,Memorandum date,London',,,,,,,,,,,,,,
73 r - 73 r,913,,1376-09-24,,,,,Document date,Suthwell,,,,,,,,,,,,,,
73 r - 73 r,914,,1376-11-01,,,,,Document date,London',,,,,,,,,,,,,,
73 r - 73 r,915,,1376-11-01,,,,,Memorandum date,London',,,,,,,,,,,,,,
73 v - 73 v,916,,1376-11-15,,,,,Document date,London',archbishop's manor near Westm',,,,,,,,,,,,,
73 v - 73 v,917,,1377-01-05,,,,,Document date,Thorp' iuxta Ebor',,,,,,,,,,,,,,
73 v - 73 v,918,,1377-01-05,,,,,Document date,Thorp' iuxta Ebor',archbishop's manor,,,,,,,,,,,,,
73 v - 73 v,919,,1377-01-26,,,,,Document date,Newerk,,,,,,,,,,,,,,
73 v - 73 v,920,,1377-01-26,,,,,Memorandum date,Newerk,,,,,,,,,,,,,,
73 v - 73 v,921,,1377-03-22,,,,,Document date,Cawode,,,,,,,,,,,,,,
73 v - 73 v,922,,1377-03-22,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
73 v - 73 v,923,,1378-04-13,,,,,Document date,Walkryngham,in the said vicar's/testator's chamber,"Will dated in 1378, but commission to prove dated in 1377.",,,,,,,,,,,,
73 v - 73 v,924,,1377-04-05,,,,,Memorandum date,,,,,,,,,,,,,,,
74 r - 74 r,925,,1377-04-11,,,,,Document date,Cawod,,,,,,,,,,,,,,
74 r - 74 r,926,,1377-04-11,,,,,Memorandum date,Cawod,,,,,,,,,,,,,,
74 r - 74 r,927,,[1377-00-00],,,,,Document date,,,"Perhaps incomplete, but document appears with others dated in 1377",,,,,,,,,,,,
74 r - 74 r,928,,1377-04-28,,,,,Document date,Cawod,,,,,,,,,,,,,,
74 r - 74 r,929,,1377-04-28,,,,,Memorandum date,Cawod,,,,,,,,,,,,,,
74 r - 74 r,930,,1377-06-05,,,,,Document date,Cawode,,,,,,,,,,,,,,
74 v - 74 v,931,,[0000-00-00],,,,,Document date,,,"Undated, but document appears with others dated in 1377",,,,,,,,,,,,
74 v - 74 v,932,,1377-07-20,,,,,Document date,Cawode,,,,,,,,,,,,,,
74 v - 74 v,933,,1377-07-20,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
74 v - 74 v,934,,1377-08-30,,,,,Document date,Cawode,,,,,,,,,,,,,,
74 v - 74 v,935,,1377-10-08,,,,,Document date,Suthwell,,,,,,,,,,,,,,
74 v - 74 v,936,,1377-10-08,,,,,Memorandum date,Suthwell,,,,,,,,,,,,,,
74 v - 74 v,937,,1377-10-08,,,,,Document date,Suthwell,,,,,,,,,,,,,,
74 v - 74 v,938,,1377-10-08,,,,,Memorandum date,Suthwell,,,,,,,,,,,,,,
75 r - 75 r,939,,1377-11-29,,,,,Document date,London,archbishop's manor,,,,,,,,,,,,,
75 r - 75 r,940,,1377-08-03,,,,,Document date,Stoke [iuxta Nelberk],,,,,,,,,,,,,,
75 r - 75 r,941,,1378-01-01,,,,,Document date,Cawode,,,,,,,,,,,,,,
75 r - 75 r,942,,1378-01-01,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
75 r - 75 v,943,,1378-02-04,,,,,Document date,Newerk,,,,,,,,,,,,,,
75 v - 75 v,944,,1378-02-15,,,,,Document date,Cawode,,,,,,,,,,,,,,
75 v - 75 v,945,,1378-02-15,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
75 v - 75 v,946,,1378-02-18,,,,,Document date,Cawode,,Day of date is written xvijj,,,,,,,,,,,,
75 v - 75 v,947,,1378-02-18,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
75 v - 75 v,948,,1378-02-25,,,,,Document date,Cawode,,,,,,,,,,,,,,
75 v - 75 v,949,,1378-02-25,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
75 v - 75 v,950,,1378-02-25,,,,,Document date,Cawode,,,,,,,,,,,,,,
75 v - 75 v,951,,1378-02-25,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
75 v - 75 v,952,,1378-03-14,,,,,Document date,Cawode,,,,,,,,,,,,,,
75 v - 75 v,953,,1378-03-14,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
75 v - 75 v,954,,1378-03-28,,,,,Document date,Cawode,,,,,,,,,,,,,,
75 v - 75 v,955A,,1378-03-28,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
75 v - 75 v,955B,,1378-04-20,,,,,Memorandum date,,,,,,,,,,,,,,,
75 v - 75 v,956,,1378-04-20,,,,,Memorandum date,,,,,,,,,,,,,,,
75 v - 75 v,957,,1378-05-15,,,,,Document date,Cawode,,,,,,,,,,,,,,
75 v - 75 v,958,,1378-05-15,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
76 r - 76 r,959,,1378-05-25,,,,,Document date,Cawode,,,,,,,,,,,,,,
76 r - 76 r,960,,1378-09-28,,,,,Document date,Cawode,,,,,,,,,,,,,,
76 r - 76 r,961,,1378-10-11,,,,,Document date,Cawode,,,,,,,,,,,,,,
76 r - 76 r,962,,1378-10-11,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
76 r - 76 r,963,,[1378-00-00],,,,,Document date,,,"Undated, but document appears with others dated in October 1378",,,,,,,,,,,,
76 r - 76 r,964,,1378-10-11,,,,,Document date,Cawode,,,,,,,,,,,,,,
76 r - 76 r,965,,1378-10-11,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
76 r - 76 r,966,,[1378-00-00],,,,,Document date,,,"Undated, but document appears with others dated in October 1378",,,,,,,,,,,,
76 v - 76 v,967,,1378-00-00,,,,,Document date,Cawode,,Day and month not given,,,,,,,,,,,,
76 v - 76 v,968,,1378-11-07,,,,,Document date,Gloucestr',,,,,,,,,,,,,,
76 v - 76 v,969,,1378-11-07,,,,,Memorandum date,Gloucestr',,,,,,,,,,,,,,
76 v - 76 v,970,,[1378-00-00],,,,,Document date,,,"Original dated, but date not given here; document appears with others dated in late 1378",,,,,,,,,,,,
76 v - 76 v,971,,[1378]-12-00,,,,,Document date,Cawod,,Day is blank; 'seventy' omitted from year,,,,,,,,,,,,
76 v - 76 v,972,,[1378]-12-00,,,,,Memorandum date,Cawod,,Day in original date is blank; 'seventy omitted from year,,,,,,,,,,,,
76 v - 76 v,973,,1379-01-16,,,,,Document date,Cawod,,,,,,,,,,,,,,
76 v - 76 v,974,,1379-01-16,,,,,Memorandum date,Cawod,,,,,,,,,,,,,,
76 v - 76 v,975,,1379-02-26,,,,,Memorandum date,,,,,,,,,,,,,,,
76 v - 76 v,976,,1379-03-04,,,,,Document date,Heywode,,,,,,,,,,,,,,
76 v - 76 v,977,,1378-12-21,,,,,Memorandum date,,,,,,,,,,,,,,,
77 r - 77 r,978,,1379-03-29,,,,,Document date,Cawode,archbishop's manor,,,,,,,,,,,,,
77 r - 77 v,979,,1379-04-20,,,,,Document date,Cawode,archbishop's manor,,,,,,,,,,,,,
77 v - 77 v,980,,1380-04-09,,,,,Document date,Newerk',,,,,,,,,,,,,,
77 v - 77 v,981,,1382-05-14,,,,,Document date,Beverlacu',,,,,,,,,,,,,,
77 v - 77 v,982,,1382-05-14,,,,,Memorandum date,Beverlacu',,,,,,,,,,,,,,
77 v - 78r,983,,[1379-00-00],,,,,Document date,,,"Undated, but document appears with others dated in 1379",,,,,,,,,,,,
78 r - 78 r,984,,1379-05-22,,,,,Document date,Cawode,,,,,,,,,,,,,,
78 r - 78 r,985,,1379-07-01,,,,,Document date,Cawode,,,1379-06-28,,,,,Document date,Northamton',,,,,
78 r - 78 r,986,,1379-07-01,,,,,Document date,Cawode,,,,,,,,,,,,,,
78 r - 78 r,987,,1379-07-01,,,,,Document date,Cawode,,,,,,,,,,,,,,
78 r - 78 r,988,,1379-07-01,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
78 r - 78 r,989,,1379-07-07,,,,,Document date,Cawode,,,,,,,,,,,,,,
78 r - 78 r,990,,1379-07-07,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
78 v - 78 v,991,,1379-07-24,,,,,Document date,Thorp' iuxta Ebor',,,,,,,,,,,,,,
78 v - 78 v,992,,1379-07-24,,,,,Memorandum date,Thorp' iuxta Ebor',,,,,,,,,,,,,,
78 v - 78 v,993,,1379-08-14,,,,,Document date,Cawode,,,,,,,,,,,,,,
78 v - 78 v,994,,1379-08-14,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
78 v - 78 v,995,,1379-08-26,,,,,Document date,Cawod,,,,,,,,,,,,,,
78 v - 78 v,996,,1379-09-22,,,,,Document date,Cawod,,,,,,,,,,,,,,
78 v - 78 v,997,,1379-09-22,,,,,Memorandum date,Cawod,,,,,,,,,,,,,,
78 v - 78 v,998,,1379-11-11,,,,,Document date,Ripon',,,,,,,,,,,,,,
78 v - 78 v,999,,1379-12-23,,,,,Document date,Cawode,,,,,,,,,,,,,,
78 v - 78 v,1000,,1380-02-03,,,,,Document date,Westm',archbishop's manor near,,,,,,,,,,,,,
78 v - 78 v,1001,,1380-02-21,,,,,Document date,Westm',archbishop's manor near,,,,,,,,,,,,,
78 v - 78 v,1002,,1380-02-21,,,,,Memorandum date,Westm',archbishop's manor near,,,,,,,,,,,,,
78 v - 78 v,1003,,[1380]-03-29,,,,,Document date,Thorpe,,,,,,,,,,,,,,
78 v - 78 v,1004,,[1380]-03-29,,,,,Memorandum date,Thorpe,,,,,,,,,,,,,,
